timestamp,x_coord,y_coord,speed_knots,heading_deg,depth_m,signal_strength
2025-09-16T19:13:02Z,0.00,0.00,10.39,135,233.58,90
2025-09-16T19:14:02Z,0.50,0.50,15.91,135,197.80,83
2025-09-16T19:15:02Z,1.00,1.00,13.17,135,197.54,100
2025-09-16T19:16:02Z,1.50,1.50,11.72,135,109.09,100
2025-09-16T19:17:02Z,2.00,2.00,14.66,135,203.85,81
2025-09-16T19:18:02Z,2.50,2.50,15.06,135,143.79,96
2025-09-16T19:19:02Z,3.00,3.00,17.18,135,218.09,92
2025-09-16T19:20:02Z,3.50,3.50,10.80,135,219.85,97
2025-09-16T19:21:02Z,4.00,4.00,10.54,135,284.54,89
2025-09-16T19:22:02Z,4.50,4.50,17.34,135,139.10,87
2025-09-16T19:23:02Z,5.00,5.00,12.87,135,165.12,84
2025-09-16T19:24:02Z,5.50,5.50,13.21,135,188.50,94
2025-09-16T19:25:02Z,6.00,6.00,14.84,135,146.47,98
2025-09-16T19:26:02Z,6.50,6.50,10.13,135,189.63,90
2025-09-16T19:27:02Z,7.00,7.00,14.60,135,155.95,91
2025-09-16T19:28:02Z,7.50,7.50,18.70,135,113.62,92
2025-09-16T19:29:02Z,8.00,8.00,17.04,135,202.69,82
2025-09-16T19:30:02Z,8.50,8.50,10.38,135,187.36,88
2025-09-16T19:31:02Z,9.00,9.00,18.54,135,153.61,95
2025-09-16T19:32:02Z,9.50,9.50,10.79,135,134.16,81
2025-09-16T19:33:02Z,10.00,10.00,11.02,135,241.82,86
2025-09-16T19:34:02Z,10.50,10.50,15.79,135,107.12,99
2025-09-16T19:35:02Z,11.00,11.00,19.55,135,297.37,85
2025-09-16T19:36:02Z,11.50,11.50,18.13,135,280.01,87
2025-09-16T19:37:02Z,12.00,12.00,19.74,135,123.04,89
2025-09-16T19:38:02Z,12.50,12.50,12.57,135,298.19,92
2025-09-16T19:39:02Z,13.00,13.00,14.95,135,221.08,93
2025-09-16T19:40:02Z,13.50,13.50,17.70,135,266.96,96
2025-09-16T19:41:02Z,14.00,14.00,14.41,135,224.94,97
2025-09-16T19:42:02Z,14.50,14.50,13.26,135,252.59,81
2025-09-16T19:43:02Z,15.00,15.00,13.06,135,132.55,85
2025-09-16T19:44:02Z,15.50,15.50,15.31,135,152.69,87
2025-09-16T19:45:02Z,16.00,16.00,13.38,135,120.55,92
2025-09-16T19:46:02Z,16.50,16.50,19.64,135,100.92,98
2025-09-16T19:47:02Z,17.00,17.00,10.23,135,271.91,99
2025-09-16T19:48:02Z,17.50,17.50,15.78,135,105.61,85
2025-09-16T19:49:02Z,18.00,18.00,13.97,135,128.68,86
2025-09-16T19:50:02Z,18.50,18.50,11.38,135,123.95,91
2025-09-16T19:51:02Z,19.00,19.00,12.63,135,252.71,97
2025-09-16T19:52:02Z,19.50,19.50,11.33,135,170.91,85
2025-09-16T19:53:02Z,20.00,20.00,15.72,135,280.21,90
2025-09-16T19:54:02Z,20.50,20.50,13.86,135,201.07,80
2025-09-16T19:55:02Z,21.00,21.00,12.23,135,166.62,86
2025-09-16T19:56:02Z,21.50,21.50,13.20,135,241.71,95
2025-09-16T19:57:02Z,22.00,22.00,13.54,135,268.61,84
2025-09-16T19:58:02Z,22.50,22.50,19.62,135,297.94,89
2025-09-16T19:59:02Z,23.00,23.00,19.16,135,207.52,84
2025-09-16T20:00:02Z,23.50,23.50,11.60,135,167.02,87
2025-09-16T20:01:02Z,24.00,24.00,15.95,135,220.27,85
2025-09-16T20:02:02Z,24.50,24.50,11.26,135,228.43,98
2025-09-16T20:03:02Z,25.00,25.00,12.58,135,213.33,87
2025-09-16T20:04:02Z,25.50,25.50,15.71,135,287.43,81
2025-09-16T20:05:02Z,26.00,26.00,17.85,135,260.02,85
2025-09-16T20:06:02Z,26.50,26.50,16.40,135,238.61,82
2025-09-16T20:07:02Z,27.00,27.00,12.18,135,241.66,98
2025-09-16T20:08:02Z,27.50,27.50,14.98,135,277.98,96
2025-09-16T20:09:02Z,28.00,28.00,18.40,135,116.47,99
2025-09-16T20:10:02Z,28.50,28.50,15.11,135,220.59,83
2025-09-16T20:11:02Z,29.00,29.00,18.48,135,239.95,100
2025-09-16T20:12:02Z,29.50,29.50,17.83,135,193.25,90
2025-09-16T20:13:02Z,30.00,30.00,13.24,135,284.13,81
2025-09-16T20:14:02Z,30.50,30.50,12.91,135,263.09,83
2025-09-16T20:15:02Z,31.00,31.00,17.91,135,181.83,80
2025-09-16T20:16:02Z,31.50,31.50,19.04,135,260.06,96
2025-09-16T20:17:02Z,32.00,32.00,18.72,135,180.09,87
2025-09-16T20:18:02Z,32.50,32.50,14.38,135,151.92,98
2025-09-16T20:19:02Z,33.00,33.00,10.01,135,219.31,88
2025-09-16T20:20:02Z,33.50,33.50,17.28,135,299.73,98
2025-09-16T20:21:02Z,34.00,34.00,13.73,135,203.81,85
2025-09-16T20:22:02Z,34.50,34.50,18.79,135,177.87,80
2025-09-16T20:23:02Z,35.00,35.00,14.20,135,194.00,97
2025-09-16T20:24:02Z,35.50,35.50,17.84,135,271.52,84
2025-09-16T20:25:02Z,36.00,36.00,17.86,135,247.24,93
2025-09-16T20:26:02Z,36.50,36.50,17.80,135,257.77,86
2025-09-16T20:27:02Z,37.00,37.00,17.84,135,166.84,85
2025-09-16T20:28:02Z,37.50,37.50,13.50,135,216.87,94
2025-09-16T20:29:02Z,38.00,38.00,19.50,135,214.29,84
2025-09-16T20:30:02Z,38.50,38.50,11.18,135,178.32,94
2025-09-16T20:31:02Z,39.00,39.00,16.20,135,158.35,86
2025-09-16T20:32:02Z,39.50,39.50,19.68,135,287.14,81
2025-09-16T20:33:02Z,40.00,40.00,10.68,135,269.04,88
2025-09-16T20:34:02Z,40.50,40.50,19.91,135,281.26,97
2025-09-16T20:35:02Z,41.00,41.00,14.15,135,125.44,97
2025-09-16T20:36:02Z,41.50,41.50,14.15,135,291.67,86
2025-09-16T20:37:02Z,42.00,42.00,16.49,135,293.45,93
2025-09-16T20:38:02Z,42.50,42.50,18.45,135,194.93,84
2025-09-16T20:39:02Z,43.00,43.00,11.52,135,201.73,91
2025-09-16T20:40:02Z,43.50,43.50,10.46,135,229.67,100
2025-09-16T20:41:02Z,44.00,44.00,13.62,135,109.96,98
2025-09-16T20:42:02Z,44.50,44.50,19.52,135,223.65,85
2025-09-16T20:43:02Z,45.00,45.00,10.32,135,299.56,88
2025-09-16T20:44:02Z,45.50,45.50,18.51,135,112.10,91
2025-09-16T20:45:02Z,46.00,46.00,18.34,135,261.17,84
2025-09-16T20:46:02Z,46.50,46.50,18.78,135,265.00,93
2025-09-16T20:47:02Z,47.00,47.00,15.52,135,148.86,89
2025-09-16T20:48:02Z,47.50,47.50,19.86,135,187.73,92
2025-09-16T20:49:02Z,48.00,48.00,15.51,135,105.36,89
2025-09-16T20:50:02Z,48.50,48.50,18.41,135,136.18,91
2025-09-16T20:51:02Z,49.00,49.00,11.33,135,162.56,96
2025-09-16T20:52:02Z,49.50,49.50,12.34,135,127.93,82
2025-09-16T20:53:02Z,50.00,50.00,12.33,135,191.39,100
2025-09-16T20:54:02Z,50.50,50.50,15.52,135,244.95,83
2025-09-16T20:55:02Z,51.00,51.00,16.42,135,241.56,87
2025-09-16T20:56:02Z,51.50,51.50,16.10,135,210.25,89
