timestamp,x_coord,y_coord,speed_knots,heading_deg,depth_m,signal_strength
2025-09-16T19:13:02Z,0.00,0.00,12.51,45,160.07,93
2025-09-16T19:14:02Z,0.50,0.50,17.03,45,295.97,81
2025-09-16T19:15:02Z,1.00,1.00,17.09,45,182.53,90
2025-09-16T19:16:02Z,1.50,1.50,12.88,45,136.89,87
2025-09-16T19:17:02Z,2.00,2.00,13.78,45,137.51,92
2025-09-16T19:18:02Z,2.50,2.50,10.72,45,124.33,92
2025-09-16T19:19:02Z,3.00,3.00,16.92,45,191.90,92
2025-09-16T19:20:02Z,3.50,3.50,16.93,45,123.81,95
2025-09-16T19:21:02Z,4.00,4.00,13.48,45,231.08,94
2025-09-16T19:22:02Z,4.50,4.50,10.77,45,285.68,96
2025-09-16T19:23:02Z,5.00,5.00,12.17,45,234.99,83
2025-09-16T19:24:02Z,5.50,5.50,13.01,45,257.73,80
2025-09-16T19:25:02Z,6.00,6.00,12.36,45,242.71,96
2025-09-16T19:26:02Z,6.50,6.50,17.63,45,241.95,91
2025-09-16T19:27:02Z,7.00,7.00,13.63,45,242.95,96
2025-09-16T19:28:02Z,7.50,7.50,14.98,45,141.87,93
2025-09-16T19:29:02Z,8.00,8.00,17.32,45,294.99,80
2025-09-16T19:30:02Z,8.50,8.50,10.76,45,236.18,97
2025-09-16T19:31:02Z,9.00,9.00,16.97,45,126.06,94
2025-09-16T19:32:02Z,9.50,9.50,13.89,45,179.71,91
2025-09-16T19:33:02Z,10.00,10.00,13.10,45,254.82,95
2025-09-16T19:34:02Z,10.50,10.50,11.99,45,258.17,87
2025-09-16T19:35:02Z,11.00,11.00,14.88,45,243.06,91
2025-09-16T19:36:02Z,11.50,11.50,12.37,45,111.61,82
2025-09-16T19:37:02Z,12.00,12.00,13.53,45,221.79,100
2025-09-16T19:38:02Z,12.50,12.50,18.16,45,146.52,98
2025-09-16T19:39:02Z,13.00,13.00,13.27,45,246.93,80
2025-09-16T19:40:02Z,13.50,13.50,15.32,45,296.91,91
2025-09-16T19:41:02Z,14.00,14.00,15.01,45,132.17,80
2025-09-16T19:42:02Z,14.50,14.50,17.80,45,220.60,99
2025-09-16T19:43:02Z,15.00,15.00,13.21,45,291.26,88
2025-09-16T19:44:02Z,15.50,15.50,15.31,45,295.34,86
2025-09-16T19:45:02Z,16.00,16.00,15.85,45,127.66,80
2025-09-16T19:46:02Z,16.50,16.50,17.49,45,274.55,95
2025-09-16T19:47:02Z,17.00,17.00,14.29,45,111.01,81
2025-09-16T19:48:02Z,17.50,17.50,15.80,45,292.34,86
2025-09-16T19:49:02Z,18.00,18.00,17.41,45,103.38,90
2025-09-16T19:50:02Z,18.50,18.50,18.21,45,299.14,85
2025-09-16T19:51:02Z,19.00,19.00,15.80,45,162.51,94
2025-09-16T19:52:02Z,19.50,19.50,13.11,45,236.04,84
2025-09-16T19:53:02Z,20.00,20.00,15.73,45,198.20,85
2025-09-16T19:54:02Z,20.50,20.50,14.28,45,293.56,95
2025-09-16T19:55:02Z,21.00,21.00,15.74,45,131.85,92
2025-09-16T19:56:02Z,21.50,21.50,12.61,45,264.40,80
2025-09-16T19:57:02Z,22.00,22.00,18.29,45,251.49,89
2025-09-16T19:58:02Z,22.50,22.50,11.95,45,204.94,86
2025-09-16T19:59:02Z,23.00,23.00,18.69,45,259.30,83
2025-09-16T20:00:02Z,23.50,23.50,15.57,45,162.34,100
2025-09-16T20:01:02Z,24.00,24.00,11.71,45,182.14,81
2025-09-16T20:02:02Z,24.50,24.50,16.56,45,137.40,95
2025-09-16T20:03:02Z,25.00,25.00,13.55,45,115.65,86
2025-09-16T20:04:02Z,25.50,25.50,18.19,45,226.49,83
2025-09-16T20:05:02Z,26.00,26.00,19.09,45,183.04,85
