timestamp,x_coord,y_coord,speed_knots,heading_deg,depth_m,signal_strength
2025-09-16T19:13:02Z,-1.35,1.15,17.78,45,210.02,100
2025-09-16T19:14:02Z,-3.13,1.65,15.80,45,108.14,80
2025-09-16T19:15:02Z,-2.90,3.33,17.20,45,255.89,80
2025-09-16T19:16:02Z,-0.61,1.03,15.94,45,286.22,99
2025-09-16T19:17:02Z,3.43,0.29,17.75,45,171.72,95
2025-09-16T19:18:02Z,2.50,2.50,16.93,45,277.48,81
2025-09-16T19:19:02Z,3.00,3.00,17.26,45,104.22,95
2025-09-16T19:20:02Z,3.50,3.50,19.21,45,239.85,98
2025-09-16T19:21:02Z,4.00,4.00,12.33,45,109.87,90
2025-09-16T19:22:02Z,4.50,4.50,16.39,45,252.48,81
2025-09-16T19:23:02Z,1.10,1.86,18.32,45,180.05,90
2025-09-16T19:24:02Z,0.74,6.48,17.27,45,282.50,98
2025-09-16T19:25:02Z,2.44,4.33,13.06,45,163.74,85
2025-09-16T19:26:02Z,8.74,9.88,12.18,45,146.02,80
2025-09-16T19:27:02Z,2.92,5.86,12.30,45,271.19,93
2025-09-16T19:28:02Z,7.50,7.50,18.61,45,264.45,81
2025-09-16T19:29:02Z,8.00,8.00,13.46,45,173.78,98
2025-09-16T19:30:02Z,8.50,8.50,16.98,45,271.81,92
2025-09-16T19:31:02Z,9.00,9.00,10.34,45,138.67,80
2025-09-16T19:32:02Z,9.50,9.50,19.90,45,152.67,94
2025-09-16T19:33:02Z,7.52,12.79,12.87,45,200.54,85
2025-09-16T19:34:02Z,13.39,7.24,16.59,45,248.27,80
2025-09-16T19:35:02Z,13.24,14.21,18.33,45,287.87,95
2025-09-16T19:36:02Z,8.08,8.60,13.14,45,291.97,90
2025-09-16T19:37:02Z,8.73,16.53,17.59,45,108.42,94
2025-09-16T19:38:02Z,12.50,12.50,12.73,45,261.24,87
2025-09-16T19:39:02Z,13.00,13.00,13.33,45,122.27,82
2025-09-16T19:40:02Z,13.50,13.50,10.77,45,230.16,94
2025-09-16T19:41:02Z,14.00,14.00,17.68,45,254.71,89
2025-09-16T19:42:02Z,14.50,14.50,18.11,45,232.20,91
2025-09-16T19:43:02Z,17.52,11.69,18.55,45,195.53,92
2025-09-16T19:44:02Z,14.00,18.48,13.68,45,227.51,87
2025-09-16T19:45:02Z,17.52,18.79,16.66,45,129.53,87
2025-09-16T19:46:02Z,16.89,15.00,15.21,45,168.46,81
2025-09-16T19:47:02Z,14.29,14.05,18.59,45,208.94,92
2025-09-16T19:48:02Z,17.50,17.50,13.76,45,141.23,83
2025-09-16T19:49:02Z,18.00,18.00,19.46,45,105.67,89
2025-09-16T19:50:02Z,18.50,18.50,15.31,45,224.08,83
2025-09-16T19:51:02Z,19.00,19.00,14.06,45,156.03,93
2025-09-16T19:52:02Z,19.50,19.50,11.46,45,129.09,96
2025-09-16T19:53:02Z,16.20,20.98,14.84,45,267.07,84
2025-09-16T19:54:02Z,22.98,23.94,19.66,45,101.80,85
2025-09-16T19:55:02Z,25.18,18.05,11.59,45,102.71,88
2025-09-16T19:56:02Z,22.22,18.57,15.72,45,159.73,93
2025-09-16T19:57:02Z,26.79,22.40,11.81,45,228.12,92
2025-09-16T19:58:02Z,22.50,22.50,15.37,45,279.47,89
2025-09-16T19:59:02Z,23.00,23.00,17.95,45,113.75,95
2025-09-16T20:00:02Z,23.50,23.50,18.77,45,235.22,96
2025-09-16T20:01:02Z,24.00,24.00,12.16,45,160.11,91
2025-09-16T20:02:02Z,24.50,24.50,13.19,45,284.93,90
2025-09-16T20:03:02Z,22.61,21.57,14.83,45,105.38,99
2025-09-16T20:04:02Z,29.94,27.22,12.03,45,108.78,100
2025-09-16T20:05:02Z,30.53,29.16,13.25,45,288.47,87
2025-09-16T20:06:02Z,26.27,29.43,14.84,45,150.48,89
2025-09-16T20:07:02Z,25.91,30.12,12.55,45,182.04,100
2025-09-16T20:08:02Z,27.50,27.50,13.63,45,252.98,96
2025-09-16T20:09:02Z,28.00,28.00,16.66,45,265.20,88
2025-09-16T20:10:02Z,28.50,28.50,13.22,45,154.10,80
2025-09-16T20:11:02Z,29.00,29.00,14.97,45,249.19,85
2025-09-16T20:12:02Z,29.50,29.50,17.04,45,249.59,90
2025-09-16T20:13:02Z,34.67,33.45,15.10,45,291.36,87
2025-09-16T20:14:02Z,26.70,31.68,19.97,45,161.38,82
2025-09-16T20:15:02Z,30.10,35.71,14.79,45,201.16,98
2025-09-16T20:16:02Z,29.61,26.58,17.32,45,213.92,99
2025-09-16T20:17:02Z,32.57,27.88,14.78,45,173.95,90
2025-09-16T20:18:02Z,32.50,32.50,16.99,45,188.79,87
2025-09-16T20:19:02Z,33.00,33.00,10.82,45,188.99,91
2025-09-16T20:20:02Z,33.50,33.50,15.18,45,231.31,83
2025-09-16T20:21:02Z,34.00,34.00,16.82,45,235.52,88
2025-09-16T20:22:02Z,34.50,34.50,13.72,45,149.10,82
2025-09-16T20:23:02Z,39.13,32.09,19.85,45,261.38,89
2025-09-16T20:24:02Z,33.56,37.16,12.74,45,236.54,87
2025-09-16T20:25:02Z,34.52,33.52,17.44,45,294.40,89
