timestamp,x_coord,y_coord,speed_knots,heading_deg,depth_m,signal_strength
2025-09-16T19:13:03Z,0.00,0.00,13.10,45,491.22,94
2025-09-16T19:14:03Z,0.50,0.50,14.16,45,239.59,86
2025-09-16T19:15:03Z,1.00,1.00,15.57,45,170.35,84
2025-09-16T19:16:03Z,1.50,1.50,14.40,45,150.29,93
2025-09-16T19:17:03Z,2.00,2.00,11.21,45,198.02,93
2025-09-16T19:18:03Z,2.50,2.50,11.91,45,226.40,94
2025-09-16T19:19:03Z,3.00,3.00,11.14,45,234.27,82
2025-09-16T19:20:03Z,3.50,3.50,13.05,45,272.46,83
2025-09-16T19:21:03Z,4.00,4.00,18.89,45,104.05,100
2025-09-16T19:22:03Z,4.50,4.50,19.17,45,254.20,100
2025-09-16T19:23:03Z,5.00,5.00,16.28,45,193.50,91
2025-09-16T19:24:03Z,5.50,5.50,12.14,45,277.71,92
2025-09-16T19:25:03Z,6.00,6.00,11.03,45,207.57,100
2025-09-16T19:26:03Z,6.50,6.50,17.47,45,161.14,91
2025-09-16T19:27:03Z,7.00,7.00,19.08,45,204.39,100
2025-09-16T19:28:03Z,7.50,7.50,15.59,45,177.79,80
2025-09-16T19:29:03Z,8.00,8.00,15.54,45,263.34,89
2025-09-16T19:30:03Z,8.50,8.50,16.52,45,266.29,88
2025-09-16T19:31:03Z,9.00,9.00,11.23,45,263.38,95
2025-09-16T19:32:03Z,9.50,9.50,14.91,45,168.17,80
2025-09-16T19:33:03Z,10.00,10.00,15.84,45,431.49,95
2025-09-16T19:34:03Z,10.50,10.50,12.52,45,174.28,81
2025-09-16T19:35:03Z,11.00,11.00,17.67,45,255.71,98
2025-09-16T19:36:03Z,11.50,11.50,18.93,45,217.20,80
2025-09-16T19:37:03Z,12.00,12.00,15.05,45,295.84,83
2025-09-16T19:38:03Z,12.50,12.50,16.07,45,211.85,98
2025-09-16T19:39:03Z,13.00,13.00,14.00,45,253.80,82
2025-09-16T19:40:03Z,13.50,13.50,14.73,45,275.22,91
2025-09-16T19:41:03Z,14.00,14.00,15.02,45,184.45,80
2025-09-16T19:42:03Z,14.50,14.50,19.05,45,279.94,83
2025-09-16T19:43:03Z,15.00,15.00,18.51,45,147.80,96
2025-09-16T19:44:03Z,15.50,15.50,11.79,45,136.97,89
2025-09-16T19:45:03Z,16.00,16.00,11.74,45,162.80,89
2025-09-16T19:46:03Z,16.50,16.50,11.10,45,259.30,92
2025-09-16T19:47:03Z,17.00,17.00,10.36,45,299.20,99
2025-09-16T19:48:03Z,17.50,17.50,11.38,45,157.83,97
2025-09-16T19:49:03Z,18.00,18.00,14.05,45,251.07,93
2025-09-16T19:50:03Z,18.50,18.50,18.36,45,167.25,89
2025-09-16T19:51:03Z,19.00,19.00,11.10,45,113.13,88
2025-09-16T19:52:03Z,19.50,19.50,11.04,45,247.96,99
2025-09-16T19:53:03Z,20.00,20.00,12.44,45,400.64,84
2025-09-16T19:54:03Z,20.50,20.50,16.47,45,291.53,85
2025-09-16T19:55:03Z,21.00,21.00,11.55,45,205.96,91
2025-09-16T19:56:03Z,21.50,21.50,14.34,45,150.26,89
2025-09-16T19:57:03Z,22.00,22.00,14.89,45,113.11,82
2025-09-16T19:58:03Z,22.50,22.50,17.66,45,130.08,84
2025-09-16T19:59:03Z,23.00,23.00,19.34,45,262.34,89
2025-09-16T20:00:03Z,23.50,23.50,15.89,45,188.81,81
2025-09-16T20:01:03Z,24.00,24.00,11.54,45,175.19,87
2025-09-16T20:02:03Z,24.50,24.50,17.66,45,264.33,98
2025-09-16T20:03:03Z,25.00,25.00,10.72,45,242.17,89
2025-09-16T20:04:03Z,25.50,25.50,16.66,45,110.71,82
2025-09-16T20:05:03Z,26.00,26.00,17.73,45,189.82,96
2025-09-16T20:06:03Z,26.50,26.50,14.36,45,121.87,87
2025-09-16T20:07:03Z,27.00,27.00,15.72,45,274.47,97
2025-09-16T20:08:03Z,27.50,27.50,11.22,45,250.55,99
2025-09-16T20:09:03Z,28.00,28.00,19.06,45,187.50,96
2025-09-16T20:10:03Z,28.50,28.50,11.12,45,212.49,96
2025-09-16T20:11:03Z,29.00,29.00,19.69,45,207.20,98
